,Away_team,division,matchday,result_home,season,team,GD_home,Pts_difference,home_rank
382,Donostia,1,5,W,1932-1933,Espanyol,6.0,15.0,1
384,Valencia,1,5,W,1932-1933,Real Madrid,7.0,11.0,2
386,Real Madrid,1,6,T,1932-1933,Barcelona,4.0,-1.0,5
387,Athletic,1,6,L,1932-1933,Donostia,-7.0,-3.0,9
389,Espanyol,1,6,T,1932-1933,Valencia,-8.0,-4.0,7
388,Real Betis,1,6,T,1932-1933,Racing,-7.0,-3.0,8
385,Alavés,1,6,W,1932-1933,Arenas Club,-7.0,2.0,6
394,Racing,1,7,W,1932-1933,Real Madrid,13.0,12.0,2
393,Arenas Club,1,7,T,1932-1933,Real Betis,-7.0,3.0,5
394,Donostia,1,7,L,1932-1933,Valencia,-8.0,-5.0,8
390,Barcelona,1,7,L,1932-1933,Athletic,13.0,13.0,3
392,Alavés,1,7,W,1932-1933,Espanyol,9.0,16.0,1
399,Athletic,1,8,L,1932-1933,Valencia,-11.0,-6.0,10
398,Alavés,1,8,L,1932-1933,Real Betis,-7.0,2.0,5
399,Arenas Club,1,8,W,1932-1933,Real Madrid,16.0,15.0,2
397,Barcelona,1,8,T,1932-1933,Espanyol,11.0,14.0,1
396,Racing,1,8,L,1932-1933,Donostia,-6.0,-1.0,8
400,Valencia,1,9,L,1932-1933,Alavés,-4.0,-1.0,10
404,Athletic,1,9,W,1932-1933,Real Madrid,20.0,18.0,2
402,Real Betis,1,9,W,1932-1933,Espanyol,11.0,17.0,1
401,Racing,1,9,W,1932-1933,Barcelona,6.0,3.0,4
401,Donostia,1,9,L,1932-1933,Arenas Club,-8.0,-2.0,9
409,Espanyol,1,10,W,1932-1933,Real Madrid,22.0,21.0,1
405,Valencia,1,10,T,1932-1933,Arenas Club,-9.0,-4.0,9
407,Barcelona,1,10,L,1932-1933,Donostia,-11.0,1.0,7
407,Alavés,1,10,W,1932-1933,Racing,-8.0,1.0,6
408,Athletic,1,10,L,1932-1933,Real Betis,-10.0,0.0,5
414,Donostia,1,11,W,1932-1933,Real Madrid,24.0,24.0,1
410,Barcelona,1,11,W,1932-1933,Alavés,-16.0,1.0,9
414,Real Betis,1,11,W,1932-1933,Valencia,-12.0,-2.0,5
411,Racing,1,11,W,1932-1933,Athletic,17.0,21.0,3
413,Arenas Club,1,11,W,1932-1933,Espanyol,10.0,19.0,2
415,Athletic,1,12,W,1932-1933,Arenas Club,-10.0,-2.0,8
419,Alavés,1,12,W,1932-1933,Real Madrid,25.0,27.0,1
417,Real Betis,1,12,T,1932-1933,Donostia,-13.0,-2.0,9
417,Racing,1,12,L,1932-1933,Espanyol,11.0,18.0,2
416,Valencia,1,12,W,1932-1933,Barcelona,10.0,8.0,4
423,Real Madrid,1,13,T,1932-1933,Real Betis,-15.0,-5.0,8
421,Arenas Club,1,13,L,1932-1933,Barcelona,12.0,7.0,4
420,Espanyol,1,13,W,1932-1933,Athletic,19.0,23.0,2
424,Racing,1,13,W,1932-1933,Valencia,-13.0,0.0,5
420,Donostia,1,13,W,1932-1933,Alavés,-17.0,3.0,9
427,Espanyol,1,14,W,1932-1933,Donostia,-14.0,0.0,8
425,Athletic,1,14,L,1932-1933,Alavés,-16.0,2.0,10
426,Racing,1,14,L,1932-1933,Arenas Club,-4.0,0.0,7
429,Valencia,1,14,W,1932-1933,Real Madrid,27.0,28.0,1
426,Real Betis,1,14,W,1932-1933,Barcelona,8.0,10.0,4
434,Barcelona,1,15,W,1932-1933,Real Madrid,28.0,31.0,1
434,Espanyol,1,15,L,1932-1933,Valencia,-10.0,-2.0,9
432,Athletic,1,15,W,1932-1933,Donostia,-9.0,3.0,5
433,Real Betis,1,15,L,1932-1933,Racing,-4.0,4.0,6
430,Alavés,1,15,T,1932-1933,Arenas Club,-5.0,-2.0,8
435,Espanyol,1,16,W,1932-1933,Alavés,-20.0,3.0,10
439,Donostia,1,16,T,1932-1933,Valencia,-13.0,-4.0,9
435,Barcelona,1,16,W,1932-1933,Athletic,25.0,28.0,2
438,Real Madrid,1,16,W,1932-1933,Racing,-5.0,7.0,5
438,Arenas Club,1,16,T,1932-1933,Real Betis,-17.0,-5.0,7
442,Barcelona,1,17,W,1932-1933,Espanyol,3.0,21.0,3
444,Athletic,1,17,L,1932-1933,Valencia,-13.0,-5.0,9
443,Donostia,1,17,L,1932-1933,Racing,-3.0,6.0,7
444,Arenas Club,1,17,W,1932-1933,Real Madrid,27.0,33.0,1
440,Real Betis,1,17,L,1932-1933,Alavés,-19.0,2.0,10
446,Racing,1,18,T,1932-1933,Barcelona,8.0,5.0,4
449,Athletic,1,18,L,1932-1933,Real Madrid,33.0,32.0,1
449,Alavés,1,18,T,1932-1933,Valencia,-19.0,-7.0,9
446,Donostia,1,18,W,1932-1933,Arenas Club,-11.0,-2.0,8
448,Espanyol,1,18,W,1932-1933,Real Betis,-15.0,1.0,5
541,Real Oviedo,1,1,L,1933-1934,Barcelona,0.0,-1.0,9
544,Athletic,1,1,T,1933-1934,Valencia,0.0,-2.0,6
541,Donostia,1,1,W,1933-1934,Espanyol,0.0,3.0,2
542,Racing,1,1,W,1933-1934,Real Betis,0.0,3.0,3
540,Real Madrid,1,1,T,1933-1934,Arenas Club,0.0,-2.0,4
546,Barcelona,1,2,L,1933-1934,Espanyol,4.0,2.0,7
549,Real Madrid,1,2,L,1933-1934,Valencia,0.0,-3.0,9
545,Real Betis,1,2,W,1933-1934,Athletic,0.0,1.0,1
548,Racing,1,2,L,1933-1934,Real Oviedo,4.0,2.0,3
547,Arenas Club,1,2,W,1933-1934,Donostia,-4.0,2.0,6
551,Arenas Club,1,3,L,1933-1934,Barcelona,1.0,1.0,7
551,Racing,1,3,W,1933-1934,Espanyol,-1.0,5.0,2
554,Valencia,1,3,L,1933-1934,Real Betis,-4.0,1.0,10
553,Athletic,1,3,T,1933-1934,Real Oviedo,3.0,0.0,4
552,Real Madrid,1,3,L,1933-1934,Donostia,-1.0,1.0,8
557,Barcelona,1,4,W,1933-1934,Real Madrid,3.0,7.0,1
555,Espanyol,1,4,W,1933-1934,Athletic,5.0,2.0,2
557,Valencia,1,4,W,1933-1934,Donostia,-3.0,4.0,4
558,Real Betis,1,4,L,1933-1934,Real Oviedo,3.0,-1.0,7
555,Racing,1,4,L,1933-1934,Arenas Club,-1.0,-1.0,9
563,Racing,1,5,W,1933-1934,Real Madrid,4.0,10.0,1
560,Arenas Club,1,5,L,1933-1934,Athletic,10.0,1.0,4
561,Donostia,1,5,L,1933-1934,Barcelona,-2.0,-1.0,10
564,Real Oviedo,1,5,W,1933-1934,Valencia,-2.0,2.0,5
562,Real Betis,1,5,W,1933-1934,Espanyol,-1.0,7.0,2
568,Athletic,1,6,L,1933-1934,Real Madrid,5.0,9.0,1
567,Real Oviedo,1,6,L,1933-1934,Espanyol,1.0,6.0,4
569,Barcelona,1,6,L,1933-1934,Valencia,-1.0,1.0,9
566,Racing,1,6,T,1933-1934,Donostia,1.0,5.0,3
565,Real Betis,1,6,L,1933-1934,Arenas Club,-2.0,1.0,8
573,Real Betis,1,7,L,1933-1934,Real Madrid,1.0,8.0,2
570,Real Oviedo,1,7,T,1933-1934,Arenas Club,-4.0,-1.0,9
574,Espanyol,1,7,W,1933-1934,Valencia,-4.0,4.0,5
570,Donostia,1,7,L,1933-1934,Athletic,12.0,3.0,4
572,Barcelona,1,7,L,1933-1934,Racing,-3.0,0.0,10
579,Real Oviedo,1,8,L,1933-1934,Real Madrid,0.0,7.0,3
575,Barcelona,1,8,W,1933-1934,Athletic,9.0,6.0,1
577,Real Betis,1,8,T,1933-1934,Donostia,4.0,6.0,2
579,Racing,1,8,L,1933-1934,Valencia,-3.0,3.0,7
575,Espanyol,1,8,L,1933-1934,Arenas Club,-4.0,-2.0,10
582,Real Oviedo,1,9,W,1933-1934,Donostia,4.0,9.0,1
583,Athletic,1,9,W,1933-1934,Racing,-5.0,6.0,5
584,Espanyol,1,9,W,1933-1934,Real Madrid,-1.0,10.0,2
584,Arenas Club,1,9,W,1933-1934,Valencia,-4.0,6.0,4
582,Barcelona,1,9,L,1933-1934,Real Betis,-2.0,6.0,6
589,Athletic,1,10,L,1933-1934,Valencia,-3.0,5.0,7
587,Racing,1,10,L,1933-1934,Real Betis,-6.0,5.0,8
588,Barcelona,1,10,L,1933-1934,Real Oviedo,1.0,0.0,9
589,Arenas Club,1,10,W,1933-1934,Real Madrid,0.0,13.0,1
587,Espanyol,1,10,T,1933-1934,Donostia,6.0,7.0,2
591,Espanyol,1,11,L,1933-1934,Barcelona,3.0,9.0,7
594,Valencia,1,11,L,1933-1934,Real Madrid,1.0,12.0,3
590,Real Betis,1,11,W,1933-1934,Athletic,17.0,11.0,1
592,Arenas Club,1,11,T,1933-1934,Donostia,6.0,5.0,2
593,Racing,1,11,W,1933-1934,Real Oviedo,-1.0,3.0,8
597,Donostia,1,12,W,1933-1934,Real Madrid,0.0,15.0,2
596,Arenas Club,1,12,W,1933-1934,Barcelona,2.0,12.0,5
595,Real Oviedo,1,12,W,1933-1934,Athletic,19.0,14.0,1
598,Espanyol,1,12,W,1933-1934,Racing,-3.0,11.0,4
599,Real Betis,1,12,L,1933-1934,Valencia,-6.0,7.0,7
602,Barcelona,1,13,W,1933-1934,Real Madrid,3.0,18.0,2
601,Athletic,1,13,L,1933-1934,Espanyol,0.0,6.0,8
604,Donostia,1,13,W,1933-1934,Valencia,-7.0,10.0,5
603,Real Betis,1,13,W,1933-1934,Real Oviedo,-3.0,5.0,7
600,Racing,1,13,W,1933-1934,Arenas Club,-14.0,-4.0,10
607,Real Betis,1,14,L,1933-1934,Espanyol,-3.0,5.0,9
605,Athletic,1,14,L,1933-1934,Arenas Club,-13.0,-5.0,10
607,Real Madrid,1,14,W,1933-1934,Racing,-2.0,13.0,3
606,Barcelona,1,14,L,1933-1934,Donostia,0.0,2.0,6
609,Valencia,1,14,W,1933-1934,Real Oviedo,-2.0,8.0,5
614,Barcelona,1,15,W,1933-1934,Valencia,-11.0,12.0,6
610,Real Madrid,1,15,L,1933-1934,Athletic,35.0,19.0,1
610,Real Betis,1,15,L,1933-1934,Arenas Club,-22.0,-6.0,10
612,Real Oviedo,1,15,W,1933-1934,Espanyol,-5.0,8.0,9
612,Donostia,1,15,L,1933-1934,Racing,-1.0,12.0,3
616,Valencia,1,16,T,1933-1934,Espanyol,-2.0,6.0,9
617,Athletic,1,16,L,1933-1934,Donostia,-3.0,4.0,7
616,Racing,1,16,L,1933-1934,Barcelona,4.0,12.0,8
618,Real Madrid,1,16,W,1933-1934,Real Betis,-8.0,15.0,4
619,Arenas Club,1,16,W,1933-1934,Real Oviedo,2.0,10.0,5
621,Athletic,1,17,W,1933-1934,Barcelona,2.0,15.0,6
620,Espanyol,1,17,L,1933-1934,Arenas Club,-30.0,-8.0,10
623,Valencia,1,17,W,1933-1934,Racing,0.0,18.0,3
622,Real Betis,1,17,W,1933-1934,Donostia,-4.0,7.0,4
624,Real Oviedo,1,17,W,1933-1934,Real Madrid,8.0,22.0,2
629,Arenas Club,1,18,T,1933-1934,Valencia,-10.0,7.0,9
629,Espanyol,1,18,T,1933-1934,Real Madrid,12.0,20.0,2
627,Barcelona,1,18,W,1933-1934,Real Betis,-8.0,17.0,4
628,Donostia,1,18,W,1933-1934,Real Oviedo,5.0,12.0,5
628,Athletic,1,18,L,1933-1934,Racing,1.0,17.0,3
631,Sevilla FC,1,1,L,1934-1935,Athletic Madrid,0.0,-1.0,11
632,Donostia,1,1,W,1934-1935,Racing,0.0,3.0,5
634,Real Madrid,1,1,W,1934-1935,Real Betis,0.0,3.0,6
635,Athletic,1,1,L,1934-1935,Real Oviedo,0.0,-1.0,12
630,Barcelona,1,1,L,1934-1935,Arenas Club,0.0,-1.0,10
633,Valencia,1,1,W,1934-1935,Espanyol,0.0,3.0,4
639,Donostia,1,2,W,1934-1935,Real Madrid,-1.0,2.0,6
640,Barcelona,1,2,W,1934-1935,Real Betis,1.0,6.0,2
636,Espanyol,1,2,W,1934-1935,Athletic,4.0,6.0,1
641,Arenas Club,1,2,L,1934-1935,Valencia,-2.0,-2.0,12
641,Sevilla FC,1,2,W,1934-1935,Real Oviedo,-4.0,2.0,8
638,Athletic Madrid,1,2,L,1934-1935,Racing,1.0,2.0,7
643,Donostia,1,3,W,1934-1935,Barcelona,3.0,5.0,2
646,Arenas Club,1,3,W,1934-1935,Real Betis,2.0,9.0,1
642,Valencia,1,3,L,1934-1935,Athletic,6.0,5.0,4
646,Espanyol,1,3,W,1934-1935,Sevilla FC,2.0,5.0,3
647,Racing,1,3,W,1934-1935,Real Oviedo,-2.0,5.0,6
645,Athletic Madrid,1,3,W,1934-1935,Real Madrid,0.0,5.0,5
651,Racing,1,4,W,1934-1935,Espanyol,-4.0,4.0,6
650,Arenas Club,1,4,W,1934-1935,Donostia,-6.0,0.0,9
652,Athletic,1,4,L,1934-1935,Sevilla FC,6.0,4.0,5
652,Valencia,1,4,W,1934-1935,Real Betis,5.0,12.0,1
649,Athletic Madrid,1,4,W,1934-1935,Barcelona,7.0,8.0,2
651,Real Oviedo,1,4,W,1934-1935,Real Madrid,2.0,8.0,4
657,Real Madrid,1,5,L,1934-1935,Espanyol,-2.0,3.0,10
654,Athletic Madrid,1,5,W,1934-1935,Arenas Club,-7.0,3.0,8
659,Valencia,1,5,L,1934-1935,Sevilla FC,2.0,3.0,6
657,Donostia,1,5,W,1934-1935,Real Betis,8.0,15.0,1
658,Barcelona,1,5,L,1934-1935,Real Oviedo,-3.0,3.0,9
656,Athletic,1,5,W,1934-1935,Racing,-5.0,3.0,5
663,Athletic Madrid,1,6,L,1934-1935,Real Betis,9.0,14.0,1
665,Donostia,1,6,L,1934-1935,Valencia,-4.0,2.0,11
660,Real Oviedo,1,6,L,1934-1935,Arenas Club,-5.0,2.0,12
664,Athletic,1,6,L,1934-1935,Real Madrid,10.0,10.0,3
663,Barcelona,1,6,W,1934-1935,Espanyol,-7.0,6.0,7
665,Racing,1,6,W,1934-1935,Sevilla FC,1.0,6.0,5
669,Valencia,1,7,L,1934-1935,Racing,-1.0,1.0,10
667,Athletic,1,7,T,1934-1935,Barcelona,9.0,8.0,3
668,Arenas Club,1,7,W,1934-1935,Espanyol,-4.0,9.0,5
668,Athletic Madrid,1,7,W,1934-1935,Donostia,-4.0,5.0,7
671,Real Madrid,1,7,L,1934-1935,Sevilla FC,3.0,5.0,6
670,Real Betis,1,7,L,1934-1935,Real Oviedo,-3.0,5.0,8
672,Arenas Club,1,8,W,1934-1935,Athletic,6.0,11.0,3
675,Espanyol,1,8,T,1934-1935,Real Betis,8.0,15.0,1
676,Donostia,1,8,W,1934-1935,Real Oviedo,-4.0,8.0,7
673,Valencia,1,8,W,1934-1935,Athletic Madrid,-10.0,4.0,9
675,Real Madrid,1,8,L,1934-1935,Racing,-3.0,0.0,11
673,Sevilla FC,1,8,L,1934-1935,Barcelona,9.0,7.0,4
681,Valencia,1,9,L,1934-1935,Real Madrid,10.0,15.0,2
680,Racing,1,9,T,1934-1935,Barcelona,7.0,5.0,5
682,Athletic Madrid,1,9,T,1934-1935,Real Oviedo,0.0,6.0,6
683,Arenas Club,1,9,L,1934-1935,Sevilla FC,3.0,7.0,7
682,Athletic,1,9,W,1934-1935,Real Betis,8.0,18.0,1
679,Donostia,1,9,W,1934-1935,Espanyol,0.0,10.0,4
686,Real Madrid,1,10,L,1934-1935,Barcelona,7.0,4.0,6
685,Athletic Madrid,1,10,L,1934-1935,Espanyol,3.0,9.0,5
687,Athletic,1,10,L,1934-1935,Donostia,-7.0,2.0,11
688,Sevilla FC,1,10,W,1934-1935,Real Betis,9.0,21.0,1
689,Valencia,1,10,W,1934-1935,Real Oviedo,0.0,9.0,4
684,Racing,1,10,T,1934-1935,Arenas Club,-19.0,1.0,10
692,Real Betis,1,11,L,1934-1935,Racing,-4.0,-5.0,12
690,Real Madrid,1,11,L,1934-1935,Arenas Club,-19.0,0.0,11
691,Athletic,1,11,T,1934-1935,Athletic Madrid,-5.0,3.0,7
695,Espanyol,1,11,W,1934-1935,Real Oviedo,4.0,12.0,4
692,Valencia,1,11,W,1934-1935,Barcelona,1.0,7.0,5
693,Sevilla FC,1,11,T,1934-1935,Donostia,-14.0,0.0,10
697,Arenas Club,1,12,T,1934-1935,Barcelona,2.0,5.0,5
701,Athletic,1,12,W,1934-1935,Real Oviedo,9.0,15.0,3
699,Valencia,1,12,L,1934-1935,Espanyol,-4.0,7.0,7
697,Sevilla FC,1,12,W,1934-1935,Athletic Madrid,-5.0,6.0,6
698,Donostia,1,12,W,1934-1935,Racing,-6.0,-2.0,10
700,Real Madrid,1,12,W,1934-1935,Real Betis,14.0,27.0,1
702,Espanyol,1,13,L,1934-1935,Athletic,19.0,9.0,5
703,Racing,1,13,T,1934-1935,Athletic Madrid,-4.0,4.0,7
705,Donostia,1,13,W,1934-1935,Real Madrid,13.0,23.0,2
703,Real Betis,1,13,W,1934-1935,Barcelona,2.0,8.0,4
707,Sevilla FC,1,13,L,1934-1935,Real Oviedo,10.0,14.0,3
707,Arenas Club,1,13,W,1934-1935,Valencia,-8.0,11.0,8
712,Espanyol,1,14,W,1934-1935,Sevilla FC,0.0,9.0,6
710,Real Oviedo,1,14,L,1934-1935,Racing,-5.0,-5.0,11
711,Athletic Madrid,1,14,T,1934-1935,Real Madrid,15.0,21.0,2
709,Donostia,1,14,L,1934-1935,Barcelona,6.0,7.0,5
708,Real Betis,1,14,T,1934-1935,Arenas Club,-22.0,-5.0,12
708,Valencia,1,14,W,1934-1935,Athletic,18.0,12.0,4
718,Valencia,1,15,L,1934-1935,Real Betis,11.0,23.0,1
719,Real Madrid,1,15,L,1934-1935,Real Oviedo,11.0,16.0,3
714,Donostia,1,15,L,1934-1935,Arenas Club,-22.0,-6.0,12
715,Barcelona,1,15,T,1934-1935,Athletic Madrid,-4.0,0.0,8
716,Espanyol,1,15,W,1934-1935,Racing,-8.0,-2.0,11
714,Sevilla FC,1,15,L,1934-1935,Athletic,21.0,11.0,4
724,Barcelona,1,16,W,1934-1935,Real Oviedo,10.0,19.0,3
725,Sevilla FC,1,16,L,1934-1935,Valencia,-7.0,12.0,8
723,Donostia,1,16,W,1934-1935,Real Betis,9.0,26.0,1
720,Racing,1,16,W,1934-1935,Athletic,18.0,14.0,4
720,Athletic Madrid,1,16,L,1934-1935,Arenas Club,-23.0,-7.0,12
723,Real Madrid,1,16,L,1934-1935,Espanyol,-8.0,7.0,9
728,Sevilla FC,1,17,W,1934-1935,Racing,-9.0,0.0,10
726,Real Oviedo,1,17,L,1934-1935,Arenas Club,-25.0,-8.0,12
729,Athletic Madrid,1,17,W,1934-1935,Real Betis,11.0,29.0,1
729,Barcelona,1,17,T,1934-1935,Espanyol,-10.0,5.0,9
726,Real Madrid,1,17,L,1934-1935,Athletic,20.0,13.0,4
731,Donostia,1,17,W,1934-1935,Valencia,-9.0,15.0,6
732,Espanyol,1,18,L,1934-1935,Arenas Club,-26.0,-9.0,12
737,Real Madrid,1,18,L,1934-1935,Sevilla FC,7.0,13.0,7
733,Athletic,1,18,W,1934-1935,Barcelona,4.0,5.0,5
737,Racing,1,18,L,1934-1935,Valencia,-3.0,14.0,8
733,Donostia,1,18,W,1934-1935,Athletic Madrid,-4.0,5.0,6
736,Real Betis,1,18,L,1934-1935,Real Oviedo,12.0,21.0,3
742,Racing,1,19,W,1934-1935,Real Madrid,23.0,36.0,2
740,Real Oviedo,1,19,L,1934-1935,Donostia,-25.0,0.0,11
739,Sevilla FC,1,19,L,1934-1935,Barcelona,6.0,4.0,7
739,Valencia,1,19,L,1934-1935,Athletic Madrid,-2.0,4.0,8
738,Arenas Club,1,19,W,1934-1935,Athletic,15.0,15.0,4
740,Real Betis,1,19,L,1934-1935,Espanyol,-8.0,7.0,9
746,Racing,1,20,W,1934-1935,Barcelona,5.0,7.0,6
744,Sevilla FC,1,20,L,1934-1935,Arenas Club,-29.0,-11.0,12
748,Athletic,1,20,T,1934-1935,Real Betis,19.0,33.0,2
747,Espanyol,1,20,L,1934-1935,Donostia,-27.0,-1.0,11
749,Real Madrid,1,20,L,1934-1935,Valencia,-6.0,16.0,7
748,Athletic Madrid,1,20,W,1934-1935,Real Oviedo,13.0,27.0,3
753,Barcelona,1,21,L,1934-1935,Real Madrid,27.0,38.0,1
751,Athletic Madrid,1,21,L,1934-1935,Espanyol,-10.0,9.0,9
755,Real Oviedo,1,21,T,1934-1935,Valencia,-9.0,14.0,8
754,Sevilla FC,1,21,T,1934-1935,Real Betis,19.0,31.0,2
752,Arenas Club,1,21,W,1934-1935,Racing,-5.0,4.0,10
750,Donostia,1,21,W,1934-1935,Athletic,16.0,16.0,4
759,Arenas Club,1,22,W,1934-1935,Real Madrid,22.0,41.0,1
758,Valencia,1,22,T,1934-1935,Barcelona,11.0,8.0,6
756,Athletic Madrid,1,22,W,1934-1935,Athletic,20.0,19.0,4
759,Sevilla FC,1,22,L,1934-1935,Donostia,-34.0,-3.0,11
758,Real Betis,1,22,L,1934-1935,Racing,-4.0,3.0,10
761,Espanyol,1,22,L,1934-1935,Real Oviedo,14.0,24.0,3
762,Real Oviedo,1,1,T,1935-1936,Athletic,0.0,-2.0,7
767,Valencia,1,1,L,1935-1936,Sevilla FC,0.0,-1.0,12
762,Racing,1,1,W,1935-1936,Athletic Madrid,0.0,3.0,3
765,CA Osasuna,1,1,W,1935-1936,Real Betis,0.0,3.0,2
766,Hércules CF,1,1,W,1935-1936,Real Madrid,0.0,3.0,5
763,Espanyol,1,1,L,1935-1936,Barcelona,0.0,-1.0,9
769,Real Madrid,1,2,L,1935-1936,Espanyol,1.0,2.0,9
771,Valencia,1,2,W,1935-1936,Racing,-1.0,2.0,3
769,Athletic Madrid,1,2,W,1935-1936,Barcelona,-1.0,2.0,4
768,Real Betis,1,2,W,1935-1936,Athletic,0.0,1.0,2
772,Sevilla FC,1,2,T,1935-1936,Real Oviedo,0.0,-4.0,10
770,Hércules CF,1,2,W,1935-1936,CA Osasuna,-4.0,2.0,6
777,Real Betis,1,3,L,1935-1936,Real Oviedo,0.0,-5.0,11
778,Racing,1,3,L,1935-1936,Sevilla FC,-5.0,-4.0,12
774,Real Madrid,1,3,L,1935-1936,Athletic Madrid,-3.0,1.0,9
779,Barcelona,1,3,L,1935-1936,Valencia,1.0,1.0,7
775,CA Osasuna,1,3,W,1935-1936,Espanyol,-5.0,5.0,5
776,Athletic,1,3,W,1935-1936,Hércules CF,-4.0,1.0,8
783,Real Oviedo,1,4,L,1935-1936,Racing,4.0,4.0,5
784,Hércules CF,1,4,T,1935-1936,Real Betis,-2.0,3.0,4
784,Barcelona,1,4,L,1935-1936,Sevilla FC,-6.0,-5.0,12
782,Athletic Madrid,1,4,W,1935-1936,CA Osasuna,-4.0,4.0,6
785,Valencia,1,4,W,1935-1936,Real Madrid,8.0,12.0,1
780,Espanyol,1,4,W,1935-1936,Athletic,6.0,3.0,3
788,Barcelona,1,5,W,1935-1936,Racing,0.0,7.0,3
786,Athletic,1,5,L,1935-1936,Athletic Madrid,-8.0,-1.0,12
787,Real Betis,1,5,W,1935-1936,Espanyol,-5.0,7.0,5
788,Valencia,1,5,L,1935-1936,CA Osasuna,0.0,3.0,8
789,Real Oviedo,1,5,L,1935-1936,Hércules CF,-3.0,-2.0,10
790,Real Madrid,1,5,W,1935-1936,Sevilla FC,-9.0,-2.0,11
796,CA Osasuna,1,6,L,1935-1936,Sevilla FC,-8.0,-3.0,11
792,Real Betis,1,6,L,1935-1936,Athletic Madrid,-9.0,-2.0,12
797,Racing,1,6,L,1935-1936,Real Madrid,10.0,10.0,2
793,Hércules CF,1,6,L,1935-1936,Espanyol,-2.0,6.0,7
797,Athletic,1,6,L,1935-1936,Valencia,-2.0,2.0,10
793,Real Oviedo,1,6,W,1935-1936,Barcelona,3.0,10.0,4
801,Athletic Madrid,1,7,W,1935-1936,Hércules CF,-5.0,4.0,7
803,Barcelona,1,7,W,1935-1936,Real Madrid,8.0,13.0,2
802,Athletic,1,7,L,1935-1936,Sevilla FC,-11.0,-4.0,11
801,Espanyol,1,7,W,1935-1936,Real Oviedo,3.0,3.0,6
802,Valencia,1,7,W,1935-1936,Real Betis,-2.0,8.0,4
800,CA Osasuna,1,7,W,1935-1936,Racing,6.0,13.0,3
806,Athletic,1,8,L,1935-1936,Racing,8.0,12.0,5
807,Real Madrid,1,8,L,1935-1936,Real Oviedo,6.0,2.0,7
808,Sevilla FC,1,8,W,1935-1936,Real Betis,0.0,11.0,3
806,Athletic Madrid,1,8,L,1935-1936,Espanyol,-6.0,4.0,9
805,Barcelona,1,8,L,1935-1936,CA Osasuna,0.0,4.0,8
807,Valencia,1,8,W,1935-1936,Hércules CF,-4.0,7.0,6
810,Barcelona,1,9,L,1935-1936,Athletic,18.0,14.0,2
814,Sevilla FC,1,9,W,1935-1936,Hércules CF,-2.0,10.0,5
812,CA Osasuna,1,9,W,1935-1936,Real Madrid,12.0,19.0,1
811,Real Betis,1,9,W,1935-1936,Racing,3.0,15.0,3
813,Valencia,1,9,L,1935-1936,Espanyol,-7.0,3.0,10
813,Athletic Madrid,1,9,W,1935-1936,Real Oviedo,5.0,5.0,7
816,Real Madrid,1,10,W,1935-1936,Athletic,16.0,17.0,1
816,Real Betis,1,10,L,1935-1936,Barcelona,6.0,14.0,6
821,Athletic Madrid,1,10,T,1935-1936,Valencia,-6.0,1.0,9
820,Espanyol,1,10,L,1935-1936,Sevilla FC,-15.0,-7.0,12
819,Racing,1,10,W,1935-1936,Hércules CF,-1.0,13.0,3
821,CA Osasuna,1,10,W,1935-1936,Real Oviedo,8.0,8.0,7
822,Hércules CF,1,11,W,1935-1936,Barcelona,4.0,17.0,4
822,CA Osasuna,1,11,L,1935-1936,Athletic,17.0,16.0,2
824,Racing,1,11,L,1935-1936,Espanyol,-3.0,5.0,9
823,Sevilla FC,1,11,T,1935-1936,Athletic Madrid,-15.0,-5.0,11
826,Real Madrid,1,11,L,1935-1936,Real Betis,-1.0,12.0,6
827,Real Oviedo,1,11,T,1935-1936,Valencia,-6.0,-1.0,10
833,Sevilla FC,1,12,W,1935-1936,Valencia,-6.0,2.0,9
831,Athletic Madrid,1,12,W,1935-1936,Racing,8.0,20.0,3
831,CA Osasuna,1,12,L,1935-1936,Real Betis,-5.0,11.0,6
828,Real Oviedo,1,12,W,1935-1936,Athletic,14.0,19.0,2
830,Real Madrid,1,12,L,1935-1936,Hércules CF,1.0,11.0,5
829,Barcelona,1,12,L,1935-1936,Espanyol,-7.0,4.0,10
835,Real Madrid,1,13,W,1935-1936,Espanyol,-9.0,7.0,10
835,Athletic Madrid,1,13,W,1935-1936,Barcelona,7.0,23.0,3
834,Real Betis,1,13,W,1935-1936,Athletic,16.0,22.0,1
838,Sevilla FC,1,13,T,1935-1936,Real Oviedo,9.0,3.0,6
837,Valencia,1,13,L,1935-1936,Racing,11.0,19.0,4
836,CA Osasuna,1,13,W,1935-1936,Hércules CF,-3.0,14.0,5
845,Barcelona,1,14,T,1935-1936,Valencia,-4.0,3.0,9
844,Real Oviedo,1,14,L,1935-1936,Real Betis,-12.0,9.0,7
842,Espanyol,1,14,W,1935-1936,CA Osasuna,0.0,10.0,8
840,Real Madrid,1,14,L,1935-1936,Athletic Madrid,-21.0,-8.0,11
843,Sevilla FC,1,14,W,1935-1936,Racing,10.0,22.0,4
840,Hércules CF,1,14,W,1935-1936,Athletic,17.0,25.0,1
849,Real Oviedo,1,15,L,1935-1936,Racing,13.0,21.0,4
848,Athletic Madrid,1,15,L,1935-1936,CA Osasuna,5.0,9.0,8
850,Hércules CF,1,15,L,1935-1936,Real Betis,-13.0,8.0,7
846,Espanyol,1,15,L,1935-1936,Athletic,19.0,24.0,2
