,season,division,matchday,team,Away_team,index_match,W,L,T,result,rank,GD_home,GD_away
181,1930-1931,1,1,Athletic,Barcelona,184,,,,L,,,
186,1930-1931,1,2,Barcelona,Catalunya,185,1.0,0.0,0.0,T,1.0,3.0,-3.0
186,1930-1931,1,2,Athletic,Donostia,186,0.0,1.0,0.0,W,10.0,-3.0,3.0
188,1930-1931,1,2,Espanyol,Racing,187,0.0,1.0,0.0,W,9.0,-2.0,2.0
185,1930-1931,1,2,Alavés,Arenas Club,188,0.0,0.0,1.0,W,6.0,0.0,0.0
189,1930-1931,1,2,Real Madrid,Real Unión,189,1.0,0.0,0.0,T,2.0,2.0,-2.0
193,1930-1931,1,3,Real Madrid,Arenas Club,190,1.0,0.0,1.0,L,4.0,2.0,-2.0
194,1930-1931,1,3,Real Unión,Catalunya,191,1.0,0.0,1.0,L,3.0,1.0,-1.0
192,1930-1931,1,3,Espanyol,Alavés,192,1.0,1.0,0.0,L,6.0,1.0,-1.0
191,1930-1931,1,3,Barcelona,Donostia,193,1.0,0.0,1.0,L,2.0,3.0,-3.0
190,1930-1931,1,3,Athletic,Racing,194,1.0,1.0,0.0,L,5.0,2.0,-2.0
198,1930-1931,1,4,Real Madrid,Catalunya,195,1.0,1.0,1.0,W,7.0,-1.0,1.0
198,1930-1931,1,4,Donostia,Real Unión,196,1.0,1.0,1.0,W,3.0,-2.0,2.0
196,1930-1931,1,4,Barcelona,Racing,197,1.0,1.0,1.0,T,6.0,0.0,0.0
196,1930-1931,1,4,Arenas Club,Espanyol,198,1.0,2.0,0.0,L,8.0,1.0,-1.0
195,1930-1931,1,4,Alavés,Athletic,199,2.0,0.0,1.0,L,1.0,4.0,-4.0
200,1930-1931,1,5,Alavés,Real Madrid,200,2.0,1.0,1.0,L,4.0,-2.0,2.0
201,1930-1931,1,5,Catalunya,Athletic,201,1.0,2.0,1.0,W,9.0,-2.0,2.0
200,1930-1931,1,5,Arenas Club,Barcelona,202,1.0,3.0,0.0,W,10.0,-4.0,4.0
203,1930-1931,1,5,Donostia,Racing,203,2.0,1.0,1.0,W,1.0,0.0,0.0
204,1930-1931,1,5,Real Unión,Espanyol,204,1.0,2.0,1.0,W,8.0,-2.0,2.0
209,1930-1931,1,6,Racing,Real Madrid,205,2.0,2.0,1.0,W,6.0,-2.0,2.0
207,1930-1931,1,6,Espanyol,Barcelona,206,2.0,3.0,0.0,L,9.0,-2.0,2.0
206,1930-1931,1,6,Athletic,Arenas Club,207,2.0,3.0,0.0,W,8.0,4.0,-4.0
205,1930-1931,1,6,Alavés,Real Unión,208,2.0,2.0,1.0,W,5.0,-3.0,3.0
208,1930-1931,1,6,Donostia,Catalunya,209,3.0,1.0,1.0,W,1.0,3.0,-3.0
213,1930-1931,1,7,Donostia,Arenas Club,210,4.0,1.0,1.0,W,1.0,5.0,-5.0
11874,1970-1971,1,28,Celta de Vigo,[],[],28.0,18.0,8.0,NaN,5.0,8.0,-8.0
214,1930-1931,1,7,Racing,Alavés,211,3.0,2.0,1.0,W,2.0,1.0,-1.0
11740,1970-1971,1,11,Real Zaragoza,[],[],0.0,10.0,10.0,NaN,16.0,-26.0,26.0
11891,1970-1971,1,30,Sevilla FC,[],[],26.0,20.0,12.0,NaN,7.0,-14.0,14.0
11736,1970-1971,1,11,Real Gijón,[],[],6.0,10.0,4.0,NaN,11.0,-16.0,16.0
11735,1970-1971,1,11,Granada CF,[],[],6.0,8.0,6.0,NaN,9.0,0.0,0.0
11735,1970-1971,1,11,Barcelona,[],[],14.0,2.0,4.0,NaN,1.0,22.0,-22.0
11741,1970-1971,1,11,Valencia,[],[],10.0,4.0,6.0,NaN,4.0,12.0,-12.0
11739,1970-1971,1,11,Sevilla FC,[],[],8.0,6.0,6.0,NaN,7.0,0.0,0.0
11728,1970-1971,1,10,Real Gijón,[],[],4.0,10.0,4.0,NaN,13.0,-18.0,18.0
11740,1970-1971,1,11,UD Las Palmas,[],[],2.0,8.0,10.0,NaN,13.0,-10.0,10.0
11680,1970-1971,1,4,Espanyol,[],[],0.0,4.0,2.0,NaN,15.0,-4.0,4.0
11718,1970-1971,1,9,Atlético Madrid,[],[],10.0,0.0,6.0,NaN,1.0,18.0,-18.0
11717,1970-1971,1,9,Athletic,[],[],6.0,4.0,6.0,NaN,6.0,6.0,-6.0
11825,1970-1971,1,22,CD Málaga,[],[],8.0,12.0,22.0,NaN,11.0,-14.0,14.0
11770,1970-1971,1,15,Real Madrid,[],[],12.0,6.0,10.0,NaN,5.0,22.0,-22.0
11727,1970-1971,1,10,Atlético Madrid,[],[],10.0,2.0,6.0,NaN,2.0,16.0,-16.0
11670,1970-1971,1,3,CE Sabadell ,[],[],0.0,2.0,2.0,NaN,11.0,-2.0,2.0
11672,1970-1971,1,3,Elche CF,[],[],0.0,2.0,2.0,NaN,13.0,-4.0,4.0
11677,1970-1971,1,4,CE Sabadell ,[],[],2.0,2.0,2.0,NaN,7.0,4.0,-4.0
11772,1970-1971,1,15,Sevilla FC,[],[],12.0,10.0,6.0,NaN,7.0,-4.0,4.0
11824,1970-1971,1,22,Granada CF,[],[],14.0,18.0,10.0,NaN,9.0,0.0,0.0
11728,1970-1971,1,10,Barcelona,[],[],12.0,2.0,4.0,NaN,1.0,20.0,-20.0
213,1930-1931,1,7,Real Madrid,Athletic,212,3.0,2.0,1.0,L,4.0,-1.0,1.0
211,1930-1931,1,7,Barcelona,Real Unión,213,2.0,2.0,2.0,T,6.0,-1.0,1.0
212,1930-1931,1,7,Espanyol,Catalunya,214,2.0,4.0,0.0,W,10.0,-6.0,6.0
218,1930-1931,1,8,Donostia,Real Madrid,215,5.0,1.0,1.0,W,1.0,7.0,-7.0
217,1930-1931,1,8,Espanyol,Athletic,216,3.0,4.0,0.0,L,6.0,-2.0,2.0
216,1930-1931,1,8,Arenas Club,Catalunya,217,2.0,5.0,0.0,W,10.0,-4.0,4.0
215,1930-1931,1,8,Alavés,Barcelona,218,3.0,3.0,1.0,T,4.0,-4.0,4.0
219,1930-1931,1,8,Racing,Real Unión,219,4.0,2.0,1.0,W,2.0,4.0,-4.0
222,1930-1931,1,9,Catalunya,Alavés,220,2.0,5.0,1.0,L,10.0,-10.0,10.0
221,1930-1931,1,9,Barcelona,Real Madrid,221,2.0,2.0,4.0,T,5.0,-1.0,1.0
224,1930-1931,1,9,Real Unión,Athletic,222,2.0,4.0,2.0,L,9.0,-2.0,2.0
11842,1970-1971,1,24,Real Sociedad,[],[],18.0,14.0,14.0,NaN,8.0,4.0,-4.0
11844,1970-1971,1,24,Valencia,[],[],26.0,6.0,14.0,NaN,1.0,30.0,-30.0
11856,1970-1971,1,26,Real Madrid,[],[],28.0,10.0,12.0,NaN,3.0,40.0,-40.0
11838,1970-1971,1,24,Athletic,[],[],24.0,12.0,10.0,NaN,5.0,28.0,-28.0
11845,1970-1971,1,24,UD Las Palmas,[],[],8.0,22.0,16.0,NaN,14.0,-14.0,14.0
220,1930-1931,1,9,Athletic,Real Unión,222,5.0,3.0,0.0,W,3.0,17.0,-17.0
223,1930-1931,1,9,Donostia,Espanyol,223,6.0,1.0,1.0,L,1.0,8.0,-8.0
224,1930-1931,1,9,Racing,Arenas Club,224,5.0,2.0,1.0,L,2.0,7.0,-7.0
226,1930-1931,1,10,Athletic,Barcelona,225,6.0,3.0,0.0,W,2.0,18.0,-18.0
11686,1970-1971,1,5,CE Sabadell ,[],[],2.0,4.0,2.0,NaN,13.0,-2.0,2.0
11654,1970-1971,1,1,Athletic,[],[],,,,NaN,,,
228,1930-1931,1,10,Racing,Catalunya,227,5.0,3.0,1.0,W,3.0,5.0,-5.0
225,1930-1931,1,10,Arenas Club,Real Unión,228,4.0,5.0,0.0,T,5.0,1.0,-1.0
228,1930-1931,1,10,Espanyol,Real Madrid,229,4.0,5.0,0.0,T,6.0,-5.0,5.0
232,1930-1931,1,11,Donostia,Athletic,230,7.0,2.0,1.0,W,1.0,8.0,-8.0
233,1930-1931,1,11,Espanyol,Racing,231,4.0,5.0,1.0,L,6.0,-5.0,5.0
230,1930-1931,1,11,Alavés,Arenas Club,232,4.0,4.0,2.0,T,4.0,-3.0,3.0
234,1930-1931,1,11,Real Madrid,Real Unión,233,3.0,4.0,3.0,W,7.0,-8.0,8.0
232,1930-1931,1,11,Catalunya,Barcelona,234,2.0,7.0,1.0,W,10.0,-13.0,13.0
238,1930-1931,1,12,Donostia,Barcelona,235,8.0,2.0,1.0,L,1.0,9.0,-9.0
239,1930-1931,1,12,Real Unión,Catalunya,236,2.0,6.0,3.0,W,10.0,-6.0,6.0
235,1930-1931,1,12,Alavés,Espanyol,237,4.0,4.0,3.0,L,5.0,-3.0,3.0
239,1930-1931,1,12,Racing,Athletic,238,7.0,3.0,1.0,L,2.0,10.0,-10.0
236,1930-1931,1,12,Arenas Club,Real Madrid,239,4.0,5.0,2.0,W,6.0,1.0,-1.0
243,1930-1931,1,13,Real Madrid,Catalunya,240,4.0,5.0,3.0,W,6.0,-6.0,6.0
244,1930-1931,1,13,Racing,Barcelona,241,7.0,4.0,1.0,L,3.0,4.0,-4.0
240,1930-1931,1,13,Athletic,Alavés,242,8.0,4.0,0.0,W,2.0,34.0,-34.0
242,1930-1931,1,13,Espanyol,Arenas Club,243,5.0,6.0,1.0,L,5.0,-7.0,7.0
243,1930-1931,1,13,Donostia,Real Unión,244,8.0,3.0,1.0,T,1.0,5.0,-5.0
248,1930-1931,1,14,Donostia,Racing,245,8.0,3.0,2.0,L,2.0,5.0,-5.0
246,1930-1931,1,14,Athletic,Catalunya,246,9.0,4.0,0.0,W,1.0,37.0,-37.0
249,1930-1931,1,14,Real Unión,Espanyol,247,3.0,6.0,4.0,L,9.0,-5.0,5.0
248,1930-1931,1,14,Real Madrid,Alavés,248,5.0,5.0,3.0,L,5.0,-3.0,3.0
245,1930-1931,1,14,Arenas Club,Barcelona,249,6.0,5.0,2.0,L,4.0,3.0,-3.0
253,1930-1931,1,15,Donostia,Catalunya,250,8.0,4.0,2.0,L,2.0,2.0,-2.0
251,1930-1931,1,15,Athletic,Arenas Club,251,10.0,4.0,0.0,L,1.0,40.0,-40.0
254,1930-1931,1,15,Racing,Real Madrid,252,8.0,5.0,1.0,T,3.0,6.0,-6.0
254,1930-1931,1,15,Real Unión,Alavés,253,3.0,7.0,4.0,W,9.0,-7.0,7.0
252,1930-1931,1,15,Espanyol,Barcelona,254,6.0,7.0,1.0,T,6.0,-6.0,6.0
258,1930-1931,1,16,Donostia,Arenas Club,255,8.0,5.0,2.0,W,3.0,1.0,-1.0
259,1930-1931,1,16,Racing,Alavés,256,8.0,5.0,2.0,W,2.0,6.0,-6.0
257,1930-1931,1,16,Catalunya,Espanyol,257,4.0,10.0,1.0,W,10.0,-17.0,17.0
255,1930-1931,1,16,Athletic,Real Madrid,258,10.0,5.0,0.0,L,1.0,39.0,-39.0
256,1930-1931,1,16,Barcelona,Real Unión,259,5.0,4.0,6.0,W,5.0,-7.0,7.0
260,1930-1931,1,17,Alavés,Barcelona,260,5.0,8.0,3.0,T,8.0,-13.0,13.0
260,1930-1931,1,17,Athletic,Espanyol,261,10.0,6.0,0.0,W,1.0,37.0,-37.0
263,1930-1931,1,17,Real Madrid,Donostia,262,6.0,6.0,4.0,W,6.0,-3.0,3.0
264,1930-1931,1,17,Real Unión,Racing,263,4.0,8.0,4.0,W,10.0,-6.0,6.0
261,1930-1931,1,17,Arenas Club,Catalunya,264,7.0,7.0,2.0,W,5.0,-1.0,1.0
265,1930-1931,1,18,Athletic,Real Unión,265,11.0,6.0,0.0,L,1.0,41.0,-41.0
268,1930-1931,1,18,Real Madrid,Barcelona,266,7.0,6.0,4.0,L,5.0,-1.0,1.0
267,1930-1931,1,18,Espanyol,Donostia,267,6.0,9.0,2.0,L,7.0,-12.0,12.0
269,1930-1931,1,18,Racing,Arenas Club,268,9.0,6.0,2.0,W,2.0,9.0,-9.0
265,1930-1931,1,18,Alavés,Catalunya,269,5.0,8.0,4.0,L,9.0,-13.0,13.0
273,1931-1932,1,1,Real Madrid,Athletic,270,,,,T,,,
272,1931-1932,1,1,Espanyol,Valencia,271,,,,W,,,
272,1931-1932,1,1,Donostia,Arenas Club,272,,,,L,,,
273,1931-1932,1,1,Racing,Alavés,273,,,,W,,,
274,1931-1932,1,1,Real Unión,Barcelona,274,,,,L,,,
278,1931-1932,1,2,Real Madrid,Donostia,275,0.0,0.0,1.0,W,5.0,0.0,0.0
278,1931-1932,1,2,Racing,Espanyol,276,1.0,0.0,0.0,W,4.0,1.0,-1.0
276,1931-1932,1,2,Arenas Club,Barcelona,277,1.0,0.0,0.0,T,3.0,1.0,-1.0
275,1931-1932,1,2,Athletic,Alavés,278,0.0,0.0,1.0,W,6.0,0.0,0.0
279,1931-1932,1,2,Valencia,Real Unión,279,0.0,1.0,0.0,W,10.0,-3.0,3.0
284,1931-1932,1,3,Real Madrid,Valencia,280,1.0,0.0,1.0,T,3.0,1.0,-1.0
283,1931-1932,1,3,Racing,Arenas Club,281,2.0,0.0,0.0,L,1.0,2.0,-2.0
281,1931-1932,1,3,Arenas Club,Racing,281,1.0,0.0,1.0,W,5.0,1.0,-1.0
282,1931-1932,1,3,Donostia,Alavés,282,0.0,2.0,0.0,W,9.0,-2.0,2.0
11746,1970-1971,1,12,CE Sabadell ,[],[],6.0,12.0,4.0,NaN,11.0,-10.0,10.0
11732,1970-1971,1,10,Real Zaragoza,[],[],0.0,8.0,10.0,NaN,16.0,-16.0,16.0
11656,1970-1971,1,1,Celta de Vigo,[],[],,,,NaN,,,
11690,1970-1971,1,5,Real Gijón,[],[],2.0,6.0,0.0,NaN,15.0,-14.0,14.0
11877,1970-1971,1,28,UD Las Palmas,[],[],10.0,28.0,16.0,NaN,14.0,-14.0,14.0
11745,1970-1971,1,12,CD Málaga,[],[],4.0,8.0,10.0,NaN,12.0,-14.0,14.0
11753,1970-1971,1,13,Celta de Vigo,[],[],12.0,6.0,6.0,NaN,3.0,0.0,0.0
11755,1970-1971,1,13,Real Sociedad,[],[],8.0,6.0,10.0,NaN,8.0,2.0,-2.0
11752,1970-1971,1,13,Granada CF,[],[],6.0,10.0,8.0,NaN,10.0,-6.0,6.0
11742,1970-1971,1,12,Athletic,[],[],8.0,6.0,8.0,NaN,8.0,6.0,-6.0
11747,1970-1971,1,12,Celta de Vigo,[],[],10.0,6.0,6.0,NaN,6.0,-2.0,2.0
11744,1970-1971,1,12,Real Madrid,[],[],10.0,6.0,6.0,NaN,4.0,20.0,-20.0
11741,1970-1971,1,12,Espanyol,[],[],4.0,10.0,8.0,NaN,13.0,-10.0,10.0
11751,1970-1971,1,13,Espanyol,[],[],4.0,10.0,10.0,NaN,13.0,-10.0,10.0
11657,1970-1971,1,1,Elche CF,[],[],,,,NaN,,,
11826,1970-1971,1,22,Sevilla FC,[],[],20.0,12.0,10.0,NaN,6.0,-2.0,2.0
11791,1970-1971,1,18,Atlético Madrid,[],[],18.0,6.0,10.0,NaN,3.0,22.0,-22.0
11790,1970-1971,1,18,Athletic,[],[],16.0,8.0,10.0,NaN,5.0,20.0,-20.0
11793,1970-1971,1,18,Real Madrid,[],[],16.0,8.0,10.0,NaN,4.0,32.0,-32.0
11791,1970-1971,1,18,Elche CF,[],[],2.0,18.0,14.0,NaN,16.0,-16.0,16.0
11826,1970-1971,1,22,Celta de Vigo,[],[],20.0,14.0,8.0,NaN,7.0,-2.0,2.0
11788,1970-1971,1,17,Valencia,[],[],20.0,6.0,6.0,NaN,1.0,24.0,-24.0
11775,1970-1971,1,16,Celta de Vigo,[],[],16.0,8.0,6.0,NaN,4.0,6.0,-6.0
11688,1970-1971,1,5,Elche CF,[],[],2.0,4.0,2.0,NaN,11.0,4.0,-4.0
11693,1970-1971,1,5,Valencia,[],[],2.0,4.0,2.0,NaN,10.0,2.0,-2.0
11760,1970-1971,1,14,Real Gijón,[],[],8.0,12.0,6.0,NaN,10.0,-14.0,14.0
11754,1970-1971,1,13,Real Madrid,[],[],10.0,6.0,8.0,NaN,6.0,20.0,-20.0
11804,1970-1971,1,19,Sevilla FC,[],[],16.0,12.0,8.0,NaN,7.0,-8.0,8.0
282,1931-1932,1,3,Espanyol,Barcelona,283,1.0,1.0,0.0,L,7.0,2.0,-2.0
280,1931-1932,1,3,Athletic,Real Unión,284,1.0,0.0,1.0,W,2.0,1.0,-1.0
287,1931-1932,1,4,Barcelona,Athletic,285,2.0,0.0,1.0,L,2.0,5.0,-5.0
289,1931-1932,1,4,Valencia,Donostia,286,1.0,1.0,1.0,L,6.0,1.0,-1.0
286,1931-1932,1,4,Arenas Club,Espanyol,287,2.0,0.0,1.0,L,3.0,3.0,-3.0
285,1931-1932,1,4,Alavés,Real Madrid,288,0.0,3.0,0.0,L,9.0,-3.0,3.0
288,1931-1932,1,4,Real Unión,Racing,289,0.0,3.0,0.0,T,10.0,-10.0,10.0
294,1931-1932,1,5,Valencia,Athletic,290,1.0,2.0,1.0,T,8.0,-5.0,5.0
293,1931-1932,1,5,Real Madrid,Arenas Club,291,2.0,0.0,2.0,T,2.0,6.0,-6.0
293,1931-1932,1,5,Donostia,Real Unión,292,2.0,2.0,0.0,W,6.0,5.0,-5.0
292,1931-1932,1,5,Racing,Barcelona,293,2.0,1.0,1.0,L,3.0,0.0,0.0
291,1931-1932,1,5,Espanyol,Alavés,294,2.0,2.0,0.0,L,7.0,1.0,-1.0
298,1931-1932,1,6,Real Madrid,Espanyol,295,2.0,0.0,3.0,W,4.0,6.0,-6.0
11691,1970-1971,1,5,Real Zaragoza,[],[],0.0,6.0,2.0,NaN,16.0,-14.0,14.0
297,1931-1932,1,6,Donostia,Athletic,297,3.0,2.0,0.0,L,3.0,10.0,-10.0
11761,1970-1971,1,14,Real Madrid,[],[],10.0,6.0,10.0,NaN,7.0,20.0,-20.0
11807,1970-1971,1,20,Atlético Madrid,[],[],20.0,8.0,10.0,NaN,4.0,26.0,-26.0
11809,1970-1971,1,20,Real Madrid,[],[],18.0,10.0,10.0,NaN,5.0,30.0,-30.0
11806,1970-1971,1,20,Celta de Vigo,[],[],18.0,12.0,8.0,NaN,7.0,-2.0,2.0
11758,1970-1971,1,14,Athletic,[],[],10.0,8.0,8.0,NaN,8.0,10.0,-10.0
11745,1970-1971,1,12,Real Sociedad,[],[],8.0,4.0,10.0,NaN,7.0,4.0,-4.0
11761,1970-1971,1,14,Celta de Vigo,[],[],12.0,8.0,6.0,NaN,5.0,-2.0,2.0
295,1931-1932,1,6,Athletic,Donostia,297,3.0,0.0,2.0,W,1.0,8.0,-8.0
299,1931-1932,1,6,Real Unión,Arenas Club,298,0.0,4.0,1.0,W,10.0,-15.0,15.0
295,1931-1932,1,6,Alavés,Barcelona,299,1.0,4.0,0.0,L,9.0,-5.0,5.0
302,1931-1932,1,7,Barcelona,Valencia,300,4.0,1.0,1.0,T,2.0,10.0,-10.0
301,1931-1932,1,7,Donostia,Racing,301,3.0,3.0,0.0,L,5.0,6.0,-6.0
300,1931-1932,1,7,Alavés,Arenas Club,302,1.0,5.0,0.0,L,10.0,-11.0,11.0
301,1931-1932,1,7,Athletic,Espanyol,303,4.0,0.0,2.0,L,1.0,12.0,-12.0
302,1931-1932,1,7,Espanyol,Athletic,303,2.0,4.0,0.0,W,7.0,-5.0,5.0
304,1931-1932,1,7,Real Unión,Real Madrid,304,1.0,4.0,1.0,L,9.0,-14.0,14.0
308,1931-1932,1,8,Racing,Real Madrid,305,4.0,2.0,1.0,T,4.0,5.0,-5.0
307,1931-1932,1,8,Espanyol,Real Unión,306,3.0,4.0,0.0,L,6.0,-4.0,4.0
305,1931-1932,1,8,Alavés,Valencia,307,1.0,6.0,0.0,W,10.0,-13.0,13.0
307,1931-1932,1,8,Barcelona,Donostia,308,4.0,1.0,2.0,W,2.0,10.0,-10.0
306,1931-1932,1,8,Athletic,Arenas Club,309,4.0,1.0,2.0,W,3.0,11.0,-11.0
310,1931-1932,1,9,Alavés,Real Unión,310,2.0,6.0,0.0,W,9.0,-12.0,12.0
312,1931-1932,1,9,Real Madrid,Barcelona,311,4.0,0.0,4.0,W,3.0,10.0,-10.0
311,1931-1932,1,9,Espanyol,Donostia,312,3.0,5.0,0.0,W,7.0,-7.0,7.0
310,1931-1932,1,9,Athletic,Racing,313,5.0,1.0,2.0,W,1.0,14.0,-14.0
311,1931-1932,1,9,Arenas Club,Valencia,314,3.0,3.0,2.0,L,5.0,-1.0,1.0
317,1931-1932,1,10,Espanyol,Valencia,315,4.0,5.0,0.0,L,5.0,-5.0,5.0
317,1931-1932,1,10,Donostia,Arenas Club,316,3.0,6.0,0.0,W,9.0,-2.0,2.0
315,1931-1932,1,10,Alavés,Racing,317,3.0,6.0,0.0,T,7.0,-10.0,10.0
316,1931-1932,1,10,Barcelona,Real Unión,318,5.0,2.0,2.0,W,3.0,10.0,-10.0
318,1931-1932,1,10,Real Madrid,Athletic,319,5.0,0.0,4.0,T,2.0,12.0,-12.0
321,1931-1932,1,11,Barcelona,Arenas Club,320,6.0,2.0,2.0,W,2.0,11.0,-11.0
320,1931-1932,1,11,Alavés,Athletic,321,3.0,6.0,1.0,L,9.0,-10.0,10.0
323,1931-1932,1,11,Real Madrid,Donostia,322,5.0,0.0,5.0,W,3.0,12.0,-12.0
324,1931-1932,1,11,Real Unión,Valencia,323,2.0,7.0,1.0,W,10.0,-15.0,15.0
322,1931-1932,1,11,Espanyol,Racing,324,4.0,6.0,0.0,W,7.0,-7.0,7.0
326,1931-1932,1,12,Barcelona,Espanyol,325,7.0,2.0,2.0,T,2.0,13.0,-13.0
328,1931-1932,1,12,Real Unión,Athletic,326,3.0,7.0,1.0,L,9.0,-14.0,14.0
325,1931-1932,1,12,Alavés,Donostia,327,3.0,7.0,1.0,L,10.0,-11.0,11.0
329,1931-1932,1,12,Valencia,Real Madrid,328,3.0,5.0,3.0,L,7.0,-7.0,7.0
328,1931-1932,1,12,Racing,Arenas Club,329,4.0,4.0,3.0,T,5.0,-1.0,1.0
330,1931-1932,1,13,Alavés,Real Madrid,330,3.0,8.0,1.0,L,10.0,-14.0,14.0
330,1931-1932,1,13,Athletic,Barcelona,331,8.0,1.0,3.0,W,1.0,17.0,-17.0
331,1931-1932,1,13,Arenas Club,Espanyol,332,3.0,6.0,3.0,W,7.0,-11.0,11.0
334,1931-1932,1,13,Valencia,Donostia,333,3.0,6.0,3.0,W,8.0,-10.0,10.0
333,1931-1932,1,13,Racing,Real Unión,334,4.0,4.0,4.0,T,4.0,-1.0,1.0
338,1931-1932,1,14,Donostia,Real Unión,335,5.0,8.0,0.0,L,8.0,3.0,-3.0
335,1931-1932,1,14,Athletic,Valencia,336,9.0,1.0,3.0,W,1.0,19.0,-19.0
335,1931-1932,1,14,Alavés,Espanyol,337,3.0,9.0,1.0,L,10.0,-15.0,15.0
336,1931-1932,1,14,Arenas Club,Real Madrid,338,4.0,6.0,3.0,L,7.0,-10.0,10.0
337,1931-1932,1,14,Barcelona,Racing,339,7.0,3.0,3.0,L,3.0,11.0,-11.0
343,1931-1932,1,15,Real Madrid,Espanyol,340,9.0,0.0,5.0,W,2.0,21.0,-21.0
340,1931-1932,1,15,Alavés,Barcelona,341,3.0,10.0,1.0,L,10.0,-19.0,19.0
342,1931-1932,1,15,Donostia,Athletic,342,5.0,9.0,0.0,W,6.0,1.0,-1.0
342,1931-1932,1,15,Racing,Valencia,343,5.0,4.0,5.0,L,4.0,0.0,0.0
341,1931-1932,1,15,Arenas Club,Real Unión,344,4.0,7.0,3.0,W,7.0,-14.0,14.0
349,1931-1932,1,16,Valencia,Barcelona,345,5.0,7.0,3.0,L,7.0,-9.0,9.0
346,1931-1932,1,16,Donostia,Racing,346,6.0,9.0,0.0,L,8.0,2.0,-2.0
346,1931-1932,1,16,Athletic,Espanyol,347,10.0,2.0,3.0,W,2.0,23.0,-23.0
348,1931-1932,1,16,Real Madrid,Real Unión,348,10.0,0.0,5.0,T,1.0,22.0,-22.0
345,1931-1932,1,16,Alavés,Arenas Club,349,3.0,11.0,1.0,W,10.0,-21.0,21.0
352,1931-1932,1,17,Barcelona,Donostia,350,9.0,4.0,3.0,W,3.0,13.0,-13.0
351,1931-1932,1,17,Athletic,Arenas Club,351,11.0,2.0,3.0,L,1.0,27.0,-27.0
353,1931-1932,1,17,Racing,Real Madrid,352,6.0,5.0,5.0,T,4.0,-1.0,1.0
354,1931-1932,1,17,Valencia,Alavés,353,5.0,8.0,3.0,W,7.0,-10.0,10.0
354,1931-1932,1,17,Real Unión,Espanyol,354,4.0,9.0,3.0,L,9.0,-18.0,18.0
358,1931-1932,1,18,Real Unión,Alavés,355,4.0,10.0,3.0,L,9.0,-20.0,20.0
357,1931-1932,1,18,Real Madrid,Barcelona,356,10.0,0.0,7.0,T,1.0,22.0,-22.0
359,1931-1932,1,18,Racing,Athletic,357,6.0,5.0,6.0,W,4.0,-1.0,1.0
356,1931-1932,1,18,Espanyol,Donostia,358,7.0,9.0,1.0,L,5.0,-2.0,2.0
359,1931-1932,1,18,Valencia,Arenas Club,359,6.0,8.0,3.0,L,6.0,-6.0,6.0
362,1932-1933,1,1,Donostia,Barcelona,360,,,,T,,,
361,1932-1933,1,1,Athletic,Real Betis,361,,,,W,,,
360,1932-1933,1,1,Alavés,Racing,362,,,,W,,,
360,1932-1933,1,1,Arenas Club,Valencia,363,,,,L,,,
363,1932-1933,1,1,Espanyol,Real Madrid,364,,,,W,,,
367,1932-1933,1,2,Racing,Athletic,365,0.0,1.0,0.0,L,9.0,-6.0,6.0
368,1932-1933,1,2,Espanyol,Arenas Club,366,1.0,0.0,0.0,W,4.0,1.0,-1.0
368,1932-1933,1,2,Real Betis,Valencia,367,0.0,1.0,0.0,W,10.0,-8.0,8.0
369,1932-1933,1,2,Real Madrid,Donostia,368,0.0,1.0,0.0,W,8.0,-1.0,1.0
366,1932-1933,1,2,Barcelona,Alavés,369,0.0,0.0,1.0,W,6.0,0.0,0.0
374,1932-1933,1,3,Real Madrid,Alavés,370,1.0,1.0,0.0,W,4.0,3.0,-3.0
371,1932-1933,1,3,Athletic,Arenas Club,371,2.0,0.0,0.0,W,2.0,9.0,-9.0
374,1932-1933,1,3,Valencia,Barcelona,372,1.0,1.0,0.0,T,6.0,0.0,0.0
373,1932-1933,1,3,Racing,Espanyol,373,0.0,2.0,0.0,L,9.0,-7.0,7.0
372,1932-1933,1,3,Donostia,Real Betis,374,0.0,1.0,1.0,L,8.0,-4.0,4.0
377,1932-1933,1,4,Espanyol,Athletic,375,3.0,0.0,0.0,W,2.0,4.0,-4.0
379,1932-1933,1,4,Valencia,Racing,376,1.0,1.0,1.0,L,6.0,0.0,0.0
378,1932-1933,1,4,Real Betis,Real Madrid,377,2.0,1.0,0.0,L,3.0,-5.0,5.0
376,1932-1933,1,4,Barcelona,Arenas Club,378,1.0,0.0,2.0,W,5.0,2.0,-2.0
11854,1970-1971,1,26,Athletic,[],[],24.0,16.0,10.0,NaN,6.0,18.0,-18.0
11832,1970-1971,1,23,Espanyol,[],[],10.0,22.0,12.0,NaN,13.0,-18.0,18.0
11846,1970-1971,1,25,Atlético Madrid,[],[],28.0,10.0,10.0,NaN,1.0,50.0,-50.0
11858,1970-1971,1,26,Sevilla FC,[],[],22.0,16.0,12.0,NaN,7.0,-14.0,14.0
11848,1970-1971,1,25,Granada CF,[],[],16.0,20.0,12.0,NaN,9.0,4.0,-4.0
11861,1970-1971,1,26,Real Zaragoza,[],[],6.0,30.0,14.0,NaN,16.0,-52.0,52.0
11856,1970-1971,1,26,Barcelona,[],[],30.0,12.0,8.0,NaN,2.0,38.0,-38.0
11824,1970-1971,1,22,Barcelona,[],[],26.0,10.0,6.0,NaN,1.0,30.0,-30.0
